9.5,0,0
9.4999713,0.1002457,0
9.4998853,0.2004914,0
9.4997419,0.3007371,0
9.4995412,0.4009828,0
9.4992831,0.5012285,0
9.4989676,0.6014742,0
9.4985948,0.7017199,0
9.4981646,0.8019656,0
9.497677,0.9022113,0
9.4971321,1.002457,0
9.4965297,1.1027027,0
9.4958699,1.2029484,0
9.4951527,1.3031941,0
9.494378,1.4034398,0
9.4935459,1.5036855,0
9.4926563,1.6039312,0
9.4917093,1.7041769,0
9.4907047,1.8044226,0
9.4896426,1.9046683,0
9.488523,2.004914,0
9.4873459,2.1051597,0
9.4861111,2.2054054,0
9.4848187,2.3056511,0
9.4834688,2.4058968,0
9.4820611,2.5061425,0
9.4805958,2.6063882,0
9.4790728,2.7066339,0
9.4774921,2.8068796,0
9.4758536,2.9071253,0
9.4741573,3.007371,0
9.4724032,3.1076167,0
9.4705912,3.2078624,0
9.4687213,3.3081081,0
9.4667936,3.4083538,0
9.4648078,3.5085995,0
9.4627641,3.6088452,0
9.4606624,3.7090909,0
9.4585025,3.8093366,0
9.4562846,3.9095823,0
9.4540085,4.009828,0
9.4516743,4.1100737,0
9.4492818,4.2103194,0
9.446831,4.3105651,0
9.4443219,4.4108108,0
9.4417544,4.5110565,0
9.4391285,4.6113022,0
9.4364441,4.7115479,0
9.4337012,4.8117936,0
9.4308998,4.9120393,0
9.4280397,5.012285,0
9.425121,5.1125307,0
9.4221435,5.2127764,0
9.4191073,5.3130221,0
9.4160122,5.4132678,0
9.4128582,5.5135135,0
9.4096452,5.6137592,0
9.4063733,5.7140049,0
9.4030422,5.8142506,0
9.399652,5.9144963,0
9.3962026,6.014742,0
9.392694,6.1149877,0
9.389126,6.2152334,0
9.3854985,6.3154791,0
9.3818116,6.4157248,0
9.3780652,6.5159705,0
9.3742592,6.6162162,0
9.3703934,6.7164619,0
9.3664679,6.8167076,0
9.3624826,6.9169533,0
9.3584373,7.017199,0
9.3543321,7.1174447,0
9.3501668,7.2176904,0
9.3459413,7.3179361,0
9.3416556,7.4181818,0
9.3373096,7.5184275,0
9.3329031,7.6186732,0
9.3284362,7.7189189,0
9.3239087,7.8191646,0
9.3193206,7.9194103,0
9.3146717,8.019656,0
9.309962,8.1199017,0
9.3051913,8.2201474,0
9.3003596,8.3203931,0
9.2954668,8.4206388,0
9.2905127,8.5208845,0
9.2854974,8.6211302,0
9.2804206,8.7213759,0
9.2752823,8.8216216,0
9.2700824,8.9218673,0
9.2648208,9.022113,0
9.2594973,9.1223587,0
9.2541119,9.2226044,0
9.2486644,9.3228501,0
9.2431548,9.4230958,0
9.237583,9.5233415,0
9.2319487,9.6235872,0
9.226252,9.7238329,0
9.2204926,9.8240786,0
9.2146706,9.9243243,0
9.2087856,10.02457,0
9.2028378,10.1248157,0
9.1968268,10.2250614,0
9.1907526,10.3253071,0
9.1846151,10.4255528,0
9.1784141,10.5257985,0
9.1721495,10.6260442,0
9.1658212,10.7262899,0
9.1594291,10.8265356,0
9.152973,10.9267813,0
9.1464527,11.027027,0
9.1398682,11.1272727,0
9.1332192,11.2275184,0
9.1265058,11.3277641,0
9.1197276,11.4280098,0
9.1128847,11.5282555,0
9.1059767,11.6285012,0
9.0990036,11.7287469,0
9.0919653,11.8289926,0
9.0848615,11.9292383,0
9.0776922,12.029484,0
9.0704571,12.1297297,0
9.0631561,12.2299754,0
9.0557891,12.3302211,0
9.0483559,12.4304668,0
9.0408563,12.5307125,0
9.0332902,12.6309582,0
9.0256573,12.7312039,0
9.0179576,12.8314496,0
9.0101908,12.9316953,0
9.0023568,13.031941,0
8.9944554,13.1321867,0
8.9864865,13.2324324,0
8.9784498,13.3326781,0
8.9703451,13.4329238,0
8.9621723,13.5331695,0
8.9539313,13.6334152,0
8.9456217,13.7336609,0
8.9372434,13.8339066,0
8.9287963,13.9341523,0
8.9202801,14.034398,0
8.9116946,14.1346437,0
8.9030396,14.2348894,0
8.894315,14.3351351,0
8.8855204,14.4353808,0
8.8766558,14.5356265,0
8.8677209,14.6358722,0
8.8587155,14.7361179,0
8.8496393,14.8363636,0
8.8404922,14.9366093,0
